app|big|mid|small|category|brand|item_name|market_price|sale_price|discount_price|date|item_specification|act
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【MEHOME美好家】加大加厚 全罩洗衣機防塵套/防塵罩(13KG/12.5L以上機種皆適用)|680|499|449|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|定頻系列|TAIGA 大河|【TAIGA 大河】第二代殺菌光 迷你雙槽直立式洗衣機(TAG-CB1062)|4680|2980|null|20221204|品牌名稱TAIGA大河類型110V定頻雙槽重量0kg~5kg內槽材質塑料顏色藍色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|單槽脫水機|全系列| |【MAYLINK美菱】7kg 定頻高速脫水機(ZW-T56)|4280|2680|null|20221204|品牌名稱重量6kg~10kg內槽材質塑料顏色白色灰色產地中國大陸 |null|null
Home|家電|冰箱|找款式|三門|Panasonic 國際牌|【Panasonic 國際牌】500公升一級能源效率三門變頻冰箱-雅士白(NR-C501XV-W)|40800|39800|35024|20221204|品牌名稱Panasonic國際牌類型三門右開變頻容量401L~500L顏色白色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Frigidaire 富及第|【Frigidaire 富及第】10kg Wi-Fi智能 變頻洗脫烘 滾筒洗衣機 白色FAW-F1031WIDW|44900|13900|11111|20221204|品牌名稱Frigidaire富及第類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫烘功能溫水洗淨 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|SAMPO 聲寶|【SAMPO 聲寶】獨家★530公升二級能效變頻右開三門冰箱(SR-M530DV)|33888|27888|22612|20221204|品牌名稱SAMPO聲寶類型三門右開變頻容量501L~600L顏色銀色效能2級能效 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Frigidaire 富及第|【Frigidaire 富及第】10KG 雙變頻好取窄身洗衣機(FAW-1027WIM 福利品)|26900|7990|null|20221204|品牌名稱Frigidaire富及第類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|品牌旗艦館|TAIGA大河|TAIGA 大河|【TAIGA 大河】日本殺菌光特仕版 雙槽直立式洗衣機(全新福利品 TAG-CB1062-T)|5900|2580|null|20221204|品牌名稱TAIGA大河類型110V定頻雙槽重量0kg~5kg內槽材質塑料顏色白色產地中國大陸功能洗脫功能 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|Panasonic 國際牌|【Panasonic 國際牌】422公升新一級能效智慧節能雙門變頻冰箱-晶漾黑(NR-B421TV-K)|25500|24500|22050|20221204|品牌名稱Panasonic國際牌類型雙門上下門右開變頻容量401L~500L顏色黑色效能1級能效 |國際牌★年末感恩！最後下殺滿1件享9折|null
Home|家電|洗衣機|品牌旗艦館|HERAN禾聯|HERAN 禾聯|【HERAN 禾聯】3.5k公斤輕巧全自動定頻洗衣機(HWM-0452)|5990|4990|null|20221204|品牌名稱HERAN禾聯類型110V單電壓定頻單槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色白色灰色藍色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|SANLUX 台灣三洋|【SANLUX 台灣三洋】12Kg變頻洗衣機(ASW-120DVB)|13800|11900|11424|20221204|品牌名稱SANLUX台灣三洋類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |12/01~12/14家電搶go潮▼限時下殺滿1件享96折|null
Home|家電|洗衣機|洗衣機容量|6-10公斤|SANLUX 台灣三洋|【SANLUX 台灣三洋】9KG單槽定頻洗衣機(ASW-96HTB)|8600|8000|7680|20221204|品牌名稱SANLUX台灣三洋類型110V定頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色金色產地中國大陸功能洗脫功能 |12/01~12/14家電搶go潮▼限時下殺滿1件享96折|null
Home|家電|冰箱|品牌旗艦館|富及第|Frigidaire 富及第|【Frigidaire 富及第】90L 1級省電雙門小冰箱 福利品(FRT-0908M)|15990|6999|null|20221204|品牌名稱Frigidaire富及第類型雙門上下門右開定頻容量51L~100L顏色銀色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機類型|定頻系列|TECO 東元|【TECO 東元】12kg FUZZY人工智慧定頻直立式洗衣機(W1238FW)|11900|9160|8702|20221204|品牌名稱TECO東元類型110V定頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |12/0220:00~12/0508:00限時優惠!錯過優惠不再來滿1件享95折|null
Home|家電|冰箱|找容量|100L以下|SAMPO 聲寶|【SAMPO 聲寶】47公升二級能效獨享系列定頻右開單門小冰箱(SR-B05)|6190|5020|null|20221204|品牌名稱SAMPO聲寶類型單門右開定頻容量0L~50L顏色銀色效能2級能效 |null|null
Home|家電|洗衣機|品牌旗艦館|TAIGA大河|TAIGA 大河|【TAIGA 大河】11KG金級省水極窄身單槽洗脫直立式洗衣機(CB1068)|15900|7490|6490|20221204|品牌名稱TAIGA大河類型110V定頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折1000|null
Home|家電|冰櫃/冷凍櫃|找款式|直立式|SANLUX 台灣三洋|【SANLUX 台灣三洋】410公升無霜直立式冷藏冷凍櫃(SCR-405FA)|24900|22900|18900|20221204|品牌名稱SANLUX台灣三洋類型單門右開冷凍櫃直立式容量401L~500L顏色灰色功能自動除霜 |null|null
Home|家電|冰箱|找價格|$9999以下|SANLUX 台灣三洋|【SANLUX 台灣三洋】97公升一級能效單門冰箱(SR-C97A1)|6590|6000|5400|20221204|品牌名稱SANLUX台灣三洋類型單門右開定頻容量51L~100L顏色白色效能1級能效 |null|null
Home|家電|冰箱|找價格|$49999以下|Panasonic 國際牌|【Panasonic 國際牌】650L 無邊框鋼板系列雙門變頻式電冰箱(NR-B651TV)|null|33500|null|20221204|品牌名稱Panasonic國際牌類型雙門上下門右開變頻容量601L~800L顏色黑色銀色效能1級能效 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|TECO 東元|【TECO 東元】50公升 一級能效右開單門小冰箱(R0512W)|5990|5490|null|20221204|品牌名稱TECO東元類型單門右開定頻容量0L~50L顏色白色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|TOSHIBA 東芝|【家電速配★TOSHIBA 東芝】13公斤變頻直立式洗衣機AW-DG13WAG(KK)|18900|16900|14900|20221204|品牌名稱TOSHIBA東芝類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色黑色產地泰國功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折2000|null
Home|家電|冰箱|品牌旗艦館|全商品|LG 樂金|【LG 樂金】525公升一級能效鏡面變頻右開雙門冰箱(GN-HL567GB)|34900|31900|28710|20221204|品牌名稱LG樂金類型雙門上下門右開變頻容量501L~600L顏色黑色效能1級能效 |null|null
Home|家電|洗衣機|品牌旗艦館|LG樂金|LG 樂金|【家電速配★LG 樂金】15公斤◆Smart Inverter 智慧變頻洗衣機(WT-ID150MSG)|19900|17900|15900|20221204|品牌名稱LG樂金類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色黑色產地泰國功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|TAIGA 大河|【TAIGA 大河】8KG全自動單槽洗脫直立式洗衣機|14900|5990|5490|20221204|品牌名稱TAIGA大河類型110V定頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折500|null
Home|家電|洗衣機|品牌旗艦館|Haier海爾|Haier 海爾|【Haier 海爾】7KG全自動定頻洗衣機(XQB701W-TW)|7990|6490|4990|20221204|品牌名稱Haier海爾類型110V定頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折1500|null
Home|家電|福利品|大型家電|冰箱|HERAN 禾聯|【HERAN 禾聯】全新福利品206公升四星急凍風冷無霜直立式冷凍櫃(HFZ-B2061F)|14900|13500|11900|20221204|品牌名稱HERAN禾聯類型單門右開冷凍櫃直立式容量201L~250L顏色灰色功能自動除霜 |12/01~12/31限定優惠滿1件折1600|null
Home|家電|冰箱|找價格|$20000以下|Whirlpool 惠而浦|【Whirlpool 惠而浦】533公升上下門冰箱-典雅白(8WRT19FZDW福利品)|33800|23900|19900|20221204|品牌名稱Whirlpool惠而浦類型雙門上下門右開定頻容量501L~600L顏色白色效能2級能效 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|SANLUX 台灣三洋|【SANLUX 台灣三洋】◆15Kg超音波定頻洗衣機(SW-15NS6)|18090|16300|15322|20221204|品牌名稱SANLUX台灣三洋類型110V定頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地台灣功能洗脫功能 |12/0100:00~12/1408:00家電搶go潮▼品牌下殺滿1件享94折|null
Home|品牌旗艦|Panasonic國際牌|館長推薦|感恩有禮賞|Panasonic 國際牌|【Panasonic 國際牌】14公斤緩降大玻璃視窗洗衣機(NA-140MU-L)|null|15900|13992|20221204|品牌名稱Panasonic國際牌類型110V定頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機容量|11~15公斤|SANLUX 台灣三洋|【SANLUX 台灣三洋】12KG洗脫烘變頻滾筒洗衣機(AWD-1270MD)|22900|16900|null|20221204|品牌名稱SANLUX台灣三洋類型110V變頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色白色產地中國大陸功能洗脫烘功能溫水洗淨 |null|null
Home|品牌旗艦|Panasonic國際牌|館長推薦|新品上市|Panasonic 國際牌|【Panasonic 國際牌】170L直立式冷凍櫃(NR-FZ170A-S)|null|15490|13631|20221204|品牌名稱Panasonic國際牌類型單門右開冷凍櫃直立式容量151L~200L顏色銀色功能自動除霜 |null|null
Home|家電|冰櫃/冷凍櫃|找容量|201L-300L|TAIGA 大河|【TAIGA 大河】北極心230L定頻右開直立式冷凍櫃(全新福利品 CB1019)|26800|9999|null|20221204|品牌名稱TAIGA大河類型單門右開冷凍櫃直立式容量201L~250L顏色白色功能手動除霜 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|Frigidaire 富及第|【家電速配★Frigidaire 富及第】富及第 338L一級能效定頻雙門冰箱(FFET1226QM 福利品)|29900|14900|null|20221204|品牌名稱Frigidaire富及第類型雙門上下門右開定頻容量301L~350L顏色銀色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|TAIGA 大河|【TAIGA 大河】16KG全自動單槽洗脫直立式洗衣機(全新福利品 CB1058)|20800|10900|9900|20221204|品牌名稱TAIGA大河類型110V定頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折1000|null
Home|品牌旗艦|Panasonic國際牌|館長推薦|感恩有禮賞|Panasonic 國際牌|【Panasonic 國際牌】15公斤IOT智慧家電雙科技溫水洗淨變頻洗衣機-不鏽鋼(NA-V150LMS-S)|null|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|冰櫃/冷凍櫃|找容量|201L-300L|HERAN 禾聯|【HERAN 禾聯】260L變頻直立式冷凍櫃(HFZ-B2651FV)|20400|18500|null|20221204|品牌名稱HERAN禾聯類型單門右開冷凍櫃直立式容量251L~300L顏色黑色功能自動除霜 |null|null
Home|家電|冰箱|找款式|變頻|Panasonic 國際牌|【Panasonic 國際牌】500公升一級能源效率四門變頻冰箱-雅士白(NR-D501XV-W)|42800|41800|37620|20221204|品牌名稱Panasonic國際牌類型四門右開變頻容量401L~500L顏色白色效能1級能效 |國際牌★年末感恩！最後下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【神崎家居】洗衣機漂浮過濾網5入組(毛屑集中網袋)|200|176|158|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|品牌旗艦|SANLUX台灣三洋|洗衣機/乾衣機|全部商品|SANLUX 台灣三洋|【SANLUX 台灣三洋】◆15Kg變頻超音波洗衣機(SW-15DAGS)|22690|20400|19176|20221204|品牌名稱SANLUX台灣三洋類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |12/0100:00~12/1408:00家電搶go潮▼品牌下殺滿1件享94折|null
Home|品牌旗艦|Ranso聯碩|館長推薦|熱銷推薦|RANSO 聯碩|【家電速配★RANSO聯碩】235公升四星急凍直立式冷凍櫃(RSFZ-B2451)|15900|14500|8990|20221204|品牌名稱RANSO聯碩類型單門右開冷凍櫃直立式容量201L~250L顏色白色功能手動除霜 |12/01~12/31限定優惠滿1件折5510|null
Home|家電|滾筒洗衣機|品牌旗艦館|禾聯|HERAN 禾聯|【HERAN 禾聯】12KG蒸氣洗變頻洗脫烘滾筒式洗衣機(HWM-12WEC1E)|20900|18900|14900|20221204|品牌名稱HERAN禾聯類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫烘功能 |null|null
Home|家電|冰櫃/冷凍櫃|品牌館|iO｜Dometic|io|【iO】100L臥式冷凍櫃(iF-1001)|10900|5290|null|20221204|品牌名稱io類型單門上掀冷凍櫃臥式容量51L~100L顏色白色功能手動除霜 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|SANLUX 台灣三洋|【SANLUX 台灣三洋】◆13Kg變頻超音波洗衣機(SW-13DVG)|19490|17600|16544|20221204|品牌名稱SANLUX台灣三洋類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地台灣功能洗脫功能 |12/0100:00~12/1408:00家電搶go潮▼品牌下殺滿1件享94折|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】595L變頻雙門對開冰箱(RS600PTW-GBK)|49900|46900|43148|20221204|品牌名稱HITACHI日立類型雙門對開對開變頻容量501L~600L顏色黑色效能2級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|品牌旗艦|FRIGIDAIRE富及第|冰箱/冷凍櫃|冷凍櫃|Frigidaire 富及第|【Frigidaire 富及第】405L立式無霜冷凍櫃+20L美型微波爐(FRT-U4059MFZW+FKM-2024MB)|49900|19900|null|20221204|品牌名稱Frigidaire富及第類型單門右開冷凍櫃直立式容量401L~500L顏色白色功能自動除霜 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|SAMPO 聲寶|【SAMPO 聲寶】12.5KG 定頻直立式洗衣機(ES-B13F)|11490|8990|null|20221204|品牌名稱SAMPO聲寶類型110V定頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色白色產地中國大陸功能洗脫功能 |null|null
Home|品牌旗艦|SAMPO聲寶|冰箱/冷凍櫃|冷凍櫃|SAMPO 聲寶|【SAMPO 聲寶】391公升自動除霜定頻直立式冷凍櫃(SRF-390F)|25900|16900|null|20221204|品牌名稱SAMPO聲寶類型單門右開冷凍櫃直立式容量351L~400L顏色白色功能自動除霜 |null|null
Home|家電|冰箱|TECO東元|101-300公升|TECO 東元|【TECO 東元】125公升 一級能效定頻右開雙門冰箱(R1301N)|12900|9900|null|20221204|品牌名稱TECO東元類型雙門上下門右開定頻容量101L~150L顏色灰色效能1級能效 |null|null
Home|品牌旗艦|SAMSUNG三星|生活家電|指定洗冰送好禮|SAMSUNG 三星|【SAMSUNG 三星】795公升 Homebar美式變頻對開雙門冰箱(RS82A6000B1/TW)|65900|51900|null|20221204|品牌名稱SAMSUNG三星類型雙門對開對開變頻容量601L~800L顏色黑色效能無能效標章 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|SHARP 夏普|【SHARP 夏普】13公斤無孔槽變頻洗衣機(ES-ASF13T)|18900|14900|null|20221204|品牌名稱SHARP夏普類型110V變頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色白色灰色產地其他功能洗脫功能 |null|null
Home|家電|冰箱|國際牌|301-600公升|Panasonic 國際牌|【Panasonic 國際牌】498L 無邊框鋼板系列三門變頻電冰箱(NR-C493TV)|null|30890|27183|20221204|品牌名稱Panasonic國際牌類型三門右開變頻容量401L~500L顏色黑色銀色效能1級能效 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】394L一級能效變頻三門左開冰箱(RG41BL-GPW)|36900|34900|32108|20221204|品牌名稱HITACHI日立類型三門左開變頻容量351L~400L顏色白色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|冰櫃/冷凍櫃|找款式|變頻省電|SANLUX 台灣三洋|【SANLUX 台灣三洋】變頻直立式240公升無霜冷凍櫃(WLK-238VF)|18900|17666|16900|20221204|品牌名稱SANLUX台灣三洋類型單門右開冷凍櫃直立式容量201L~250L顏色白色功能自動除霜 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|ZANWA 晶華|【ZANWA晶華】3.8KG 定頻雙槽洗脫洗滌機/雙槽洗衣機/小洗衣機(ZW-218S)|4280|2280|null|20221204|品牌名稱ZANWA晶華類型110V定頻雙槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色粉紅色產地中國大陸功能洗脫功能 |null|null
Home|家電|冰箱|找容量|★小家庭★|Panasonic 國際牌|【Panasonic 國際牌】366公升一級能效雙門變頻冰箱-晶鈦銀(NR-B371TV-S1)|23990|22990|20691|20221204|品牌名稱Panasonic國際牌類型雙門上下門右開變頻容量351L~400L顏色銀色效能1級能效 |國際牌★年末感恩！最後下殺滿1件享9折|null
Home|家電|蒸氣洗衣機|乾衣機|蒸氣電子衣櫥|LG 樂金|【家電速配★LG 樂金】WiFi Styler 蒸氣電子衣櫥 PLUS 奢華鏡面容量加大款(B723MR)|69900|56900|null|20221204|品牌名稱LG樂金類型110V電動重量0kg~5kg內槽材質塑料顏色銀色產地韓國 |null|null
Home|家電|冰箱|找款式|1級能效|TECO 東元|【TECO 東元】334公升 一級能效變頻右開雙門冰箱(R3342XS)|18900|16900|null|20221204|品牌名稱TECO東元類型雙門上下門右開變頻容量301L~350L顏色銀色效能1級能效 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】331L一級能效變頻三門左開冰箱(RG36BL-GPW)|33900|31900|29348|20221204|品牌名稱HITACHI日立類型三門左開變頻容量301L~350L顏色白色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|品牌旗艦|TECO東元|冰箱|變頻冰箱|TECO 東元|【TECO 東元】101公升 一級能效定頻右開雙門冰箱(R1011W)|8990|7280|null|20221204|品牌名稱TECO東元類型雙門上下門右開定頻容量101L~150L顏色白色效能1級能效 |null|null
Home|家電|滾筒洗衣機|品牌旗艦館|雲米|VIOMI 雲米|【家電速配★VIOMI 雲米】10公斤自動投劑WiFi洗脫烘變頻滾筒洗衣機WD10FT-B6T(小米生態鏈)|22900|21900|15900|20221204|品牌名稱VIOMI雲米類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫烘功能 |null|null
Home|家電|乾衣機/電子衣櫥|電力型乾衣機電壓|110V|Whirlpool 惠而浦|【Whirlpool 惠而浦】12公斤◆美系下拉門天然瓦斯型直立式乾衣機(WGD4850HW)|26100|23800|19900|20221204|品牌名稱Whirlpool惠而浦類型110V瓦斯重量11kg~15kg內槽材質塑料顏色白色產地美國 |null|null
Home|家電|冰箱|找款式|變頻|Panasonic 國際牌|【Panasonic 國際牌】500公升一級能源效率四門變頻冰箱-皇家藍(NR-D501XV-B)|42800|41800|36784|20221204|品牌名稱Panasonic國際牌類型四門右開變頻容量401L~500L顏色藍色效能1級能效 |null|null
Home|品牌旗艦|TECO東元|洗衣機/乾衣機|變頻洗衣機|TECO 東元|【TECO 東元】12kg DD直驅變頻直立式洗衣機(W1239XG)|15900|11270|10706|20221204|品牌名稱TECO東元類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地中國大陸功能洗脫功能 |12/0220:00~12/0508:00限時優惠!錯過優惠不再來滿1件享95折|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|TAIGA 大河|【TAIGA 大河】5KG迷你全自動單槽洗脫直立式洗衣機(全新福利品 CB1066)|10900|4880|null|20221204|品牌名稱TAIGA大河類型110V定頻單槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |null|null
Home|品牌旗艦|Whirlpool惠而浦|冰箱/冰櫃|冰箱|Whirlpool 惠而浦|【Whirlpool 惠而浦】224公升一級能效變頻上下門冰箱-極光銀(WTI2650A)|19300|17500|14900|20221204|品牌名稱Whirlpool惠而浦類型雙門上下門右開變頻容量201L~250L顏色銀色效能1級能效 |12/01~12/31精選品牌↘限時特賣滿1件折2600|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【瑞帝】不銹鋼架洗衣機層架底座 托架(萬向輪固定加高架)|1689|860|774|20221204|品牌名稱產地港澳 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
